sku_id,category,weight_kg,temp_req,is_fragile,current_slot,weight_flag,category_median,weight_ratio,decimal_drift_flag,corrupt_weight_flag,ghost_inventory_flag
SKU-10000,Frozen,0.91,Frozen,True,F05-B-01,OK,5.91,0.15397631133671744,False,False,False
SKU-10001,Groceries,103.4,Refrigerated,False,A19-F-19,Decimal_Drift,5.03,20.556660039761432,False,True,False
SKU-10002,Health,102.6,Ambient,False,D02-B-12,Decimal_Drift,6.9,14.869565217391303,False,False,False
SKU-10003,Beverages,4.529999999999999,Ambient,False,B05-C-05,Decimal_Drift,5.57,8.132854578096946,True,False,False
SKU-10004,Dairy,9.88,Frozen,False,B24-B-05,OK,6.18,1.598705501618123,False,False,False
SKU-10005,Snacks,5.64,Frozen,False,F19-E-14,OK,6.9399999999999995,0.8126801152737753,False,False,False
SKU-10006,Frozen,3.74,Ambient,True,A01-F-01,OK,5.91,0.6328257191201354,False,False,False
SKU-10007,Dairy,3.01,Ambient,True,A01-F-01,OK,6.18,0.48705501618122976,False,False,False
SKU-10008,Frozen,6.540000000000001,Ambient,False,F05-A-03,Decimal_Drift,5.91,11.065989847715736,True,False,False
SKU-10009,Snacks,9.98,Frozen,False,F22-B-09,OK,6.9399999999999995,1.4380403458213258,False,False,False
SKU-10010,Groceries,4.95,Frozen,False,B03-C-14,OK,5.03,0.9840954274353877,False,False,False
SKU-10011,Health,2.97,Frozen,False,A04-D-17,OK,6.9,0.43043478260869567,False,False,False
SKU-10012,Health,9.37,Frozen,False,A01-E-17,OK,6.9,1.3579710144927535,False,False,False
SKU-10013,Health,8.22,Refrigerated,True,A01-F-01,OK,6.9,1.191304347826087,False,False,False
SKU-10014,Snacks,5.28,Ambient,False,D15-B-03,OK,6.9399999999999995,0.7608069164265131,False,False,False
SKU-10015,Groceries,7.24,Frozen,False,A22-B-07,OK,5.03,1.4393638170974155,False,False,False
SKU-10016,Beverages,0.54,Frozen,True,A01-F-01,OK,5.57,0.0969479353680431,False,False,False
SKU-10017,Frozen,5.87,Ambient,True,A01-F-01,OK,5.91,0.9932318104906938,False,False,False
SKU-10018,Frozen,5.8,Ambient,False,A24-A-01,OK,5.91,0.9813874788494077,False,False,False
SKU-10019,Dairy,10.39,Frozen,False,F09-E-13,OK,6.18,1.6812297734627832,False,False,False
SKU-10020,Dairy,8.6,Refrigerated,False,B04-B-01,OK,6.18,1.3915857605177993,False,False,False
SKU-10021,Beverages,7.5,Ambient,False,C17-A-19,OK,5.57,1.3464991023339317,False,False,False
SKU-10022,Snacks,5.09,Ambient,False,C24-A-10,OK,6.9399999999999995,0.7334293948126801,False,False,False
SKU-10023,Snacks,7.12,Frozen,False,B21-B-10,OK,6.9399999999999995,1.0259365994236311,False,False,False
SKU-10024,Health,23.3,Refrigerated,False,C03-D-14,OK,6.9,3.3768115942028984,False,False,False
SKU-10025,Health,9.85,Ambient,False,D12-C-17,OK,6.9,1.4275362318840579,False,False,False
SKU-10026,Snacks,11.59,Ambient,True,A01-F-01,OK,6.9399999999999995,1.6700288184438041,False,False,False
SKU-10027,Dairy,1.4,Refrigerated,True,A01-F-01,OK,6.18,0.22653721682847897,False,False,False
SKU-10028,Snacks,10.79,Frozen,False,B21-B-15,OK,6.9399999999999995,1.5547550432276658,False,False,False
SKU-10029,Snacks,9.75,Frozen,True,A01-F-01,OK,6.9399999999999995,1.404899135446686,False,False,False
SKU-10030,Beverages,5.84,Frozen,False,A19-F-15,OK,5.57,1.0484739676840216,False,False,False
SKU-10031,Snacks,4.89,Frozen,False,B09-B-03,OK,6.9399999999999995,0.7046109510086456,False,False,False
SKU-10032,Frozen,7.77,Frozen,True,A01-F-01,OK,5.91,1.314720812182741,False,False,False
SKU-10033,Snacks,36.6,Ambient,True,D19-D-15,OK,6.9399999999999995,5.273775216138329,False,False,False
SKU-10034,Snacks,94.8,Refrigerated,True,D06-B-16,Decimal_Drift,6.9399999999999995,13.659942363112393,False,False,False
SKU-10035,Frozen,6.51,Frozen,True,A01-F-01,OK,5.91,1.1015228426395938,False,False,False
SKU-10036,Snacks,100.2,Frozen,True,A17-D-01,Decimal_Drift,6.9399999999999995,14.438040345821326,False,False,False
SKU-10037,Snacks,5.19,Frozen,False,A16-E-07,OK,6.9399999999999995,0.7478386167146975,False,False,False
SKU-10038,Snacks,5.27,Frozen,True,A01-F-01,OK,6.9399999999999995,0.7593659942363112,False,False,False
SKU-10039,Dairy,8.25,Ambient,True,A01-F-01,OK,6.18,1.3349514563106797,False,False,False
SKU-10040,Health,9.68,Ambient,True,A01-F-01,OK,6.9,1.4028985507246376,False,False,False
SKU-10041,Dairy,9.31,Ambient,False,C20-D-13,OK,6.18,1.5064724919093853,False,False,False
SKU-10042,Snacks,3.03,Ambient,False,D08-D-12,OK,6.9399999999999995,0.4365994236311239,False,False,False
SKU-10043,Dairy,6.04,Frozen,False,A06-F-06,OK,6.18,0.9773462783171522,False,False,False
SKU-10044,Snacks,11.92,Frozen,False,B01-E-02,OK,6.9399999999999995,1.7175792507204612,False,False,False
SKU-10045,Health,7.6,Ambient,True,D07-A-03,OK,6.9,1.1014492753623186,False,False,False
SKU-10046,Health,8.58,Ambient,False,C18-F-13,OK,6.9,1.2434782608695651,False,False,False
SKU-10047,Frozen,36.7,Ambient,False,D22-C-09,OK,5.91,6.209813874788495,False,False,False
SKU-10048,Beverages,35.3,Refrigerated,False,D13-C-11,OK,5.57,6.337522441651704,False,False,False
SKU-10049,Snacks,1.06,Frozen,False,F25-B-11,OK,6.9399999999999995,0.1527377521613833,False,False,False
SKU-10050,Beverages,2.42,Frozen,False,A02-C-13,OK,5.57,0.4344703770197486,False,False,False
SKU-10051,Frozen,1.14,Frozen,False,A11-A-07,OK,5.91,0.1928934010152284,False,False,False
SKU-10052,Beverages,4.4799999999999995,Refrigerated,False,C13-C-06,Decimal_Drift,5.57,8.043087971274685,True,False,False
SKU-10053,Snacks,5.6,Ambient,False,C24-D-19,OK,6.9399999999999995,0.8069164265129684,False,False,False
SKU-10054,Groceries,117.3,Refrigerated,True,E13-C-06,Decimal_Drift,5.03,23.320079522862823,False,True,False
SKU-10055,Dairy,9.15,Ambient,True,A01-F-01,OK,6.18,1.480582524271845,False,False,False
SKU-10056,Health,4.18,Frozen,True,A01-F-01,OK,6.9,0.6057971014492753,False,False,False
SKU-10057,Groceries,10.89,Frozen,False,E08-C-11,OK,5.03,2.165009940357853,False,False,False
SKU-10058,Beverages,10.6,Frozen,True,E05-D-09,OK,5.57,1.9030520646319566,False,False,False
SKU-10059,Snacks,11.47,Ambient,True,A01-F-01,OK,6.9399999999999995,1.6527377521613835,False,False,False
SKU-10060,Frozen,3.64,Frozen,False,E01-D-16,OK,5.91,0.6159052453468697,False,False,False
SKU-10061,Health,46.0,Ambient,False,E22-F-09,OK,6.9,6.666666666666666,False,False,False
SKU-10062,Beverages,9.52,Frozen,True,A01-F-01,OK,5.57,1.7091561938958706,False,False,False
SKU-10063,Frozen,3.57,Ambient,True,A01-F-01,OK,5.91,0.6040609137055837,False,False,False
SKU-10064,Beverages,2.1,Frozen,True,B19-E-19,OK,5.57,0.3770197486535009,False,False,False
SKU-10065,Snacks,8.93,Refrigerated,True,A01-F-01,OK,6.9399999999999995,1.2867435158501441,False,False,False
SKU-10066,Frozen,1.85,Refrigerated,True,A01-F-01,OK,5.91,0.3130287648054146,False,False,False
SKU-10067,Dairy,82.0,Refrigerated,False,D17-C-14,Decimal_Drift,6.18,13.268608414239482,False,False,False
SKU-10068,Dairy,10.46,Frozen,False,E07-A-19,OK,6.18,1.6925566343042073,False,False,False
SKU-10069,Groceries,20.0,Frozen,False,E12-E-06,OK,5.03,3.976143141153081,False,False,False
SKU-10070,Groceries,7.96,Refrigerated,True,A01-F-01,OK,5.03,1.5825049701789264,False,False,False
SKU-10071,Snacks,2.06,Frozen,False,A15-B-06,OK,6.9399999999999995,0.29682997118155624,False,False,False
SKU-10072,Frozen,1.66,Frozen,False,E08-F-02,OK,5.91,0.2808798646362098,False,False,False
SKU-10073,Health,11.15,Ambient,False,D22-B-17,OK,6.9,1.6159420289855073,False,False,False
SKU-10074,Dairy,10.16,Frozen,True,A01-F-01,OK,6.18,1.6440129449838188,False,False,False
SKU-10075,Frozen,10.45,Frozen,False,A20-E-02,OK,5.91,1.7681895093062605,False,False,False
SKU-10076,Beverages,2.63,Refrigerated,True,A01-F-01,OK,5.57,0.4721723518850987,False,False,False
SKU-10077,Beverages,115.5,Ambient,False,C09-A-08,Decimal_Drift,5.57,20.73608617594255,False,True,False
SKU-10078,Frozen,11.14,Ambient,True,A01-F-01,OK,5.91,1.8849407783417935,False,False,False
SKU-10079,Dairy,11.37,Frozen,True,A01-F-01,OK,6.18,1.8398058252427183,False,False,False
SKU-10080,Frozen,0.72,Ambient,True,A01-F-01,OK,5.91,0.12182741116751268,False,False,False
SKU-10081,Dairy,7.91,Ambient,True,A01-F-01,OK,6.18,1.2799352750809063,False,False,False
SKU-10082,Health,0.53,Refrigerated,True,A01-F-01,OK,6.9,0.07681159420289856,False,False,False
SKU-10083,Beverages,5.3,Frozen,True,A01-F-01,OK,5.57,0.9515260323159783,False,False,False
SKU-10084,Dairy,7.85,Frozen,False,E01-E-02,OK,6.18,1.2702265372168284,False,False,False
SKU-10085,Frozen,4.72,Ambient,False,D02-E-06,OK,5.91,0.7986463620981387,False,False,False
SKU-10086,Health,6.5200000000000005,Ambient,False,F14-E-04,Decimal_Drift,6.9,9.44927536231884,True,False,False
SKU-10087,Groceries,7.65,Frozen,False,F09-A-16,OK,5.03,1.5208747514910537,False,False,False
SKU-10088,Frozen,119.9,Refrigerated,False,A19-D-15,Decimal_Drift,5.91,20.287648054145517,False,True,False
SKU-10089,Beverages,3.75,Ambient,True,A01-F-01,OK,5.57,0.6732495511669658,False,False,False
SKU-10090,Frozen,6.17,Frozen,False,B06-A-16,OK,5.91,1.0439932318104908,False,False,False
SKU-10091,Snacks,9.81,Frozen,False,A09-B-15,OK,6.9399999999999995,1.4135446685878965,False,False,False
SKU-10092,Beverages,8.62,Frozen,True,A01-F-01,OK,5.57,1.5475763016157986,False,False,False
SKU-10093,Beverages,9.55,Ambient,True,A01-F-01,OK,5.57,1.7145421903052065,False,False,False
SKU-10094,Snacks,5.16,Frozen,True,A01-F-01,OK,6.9399999999999995,0.7435158501440923,False,False,False
SKU-10095,Beverages,3.33,Ambient,False,C22-B-05,OK,5.57,0.5978456014362656,False,False,False
SKU-10096,Beverages,116.0,Ambient,True,C13-F-01,Decimal_Drift,5.57,20.82585278276481,False,True,False
SKU-10097,Health,3.51,Frozen,False,A21-C-04,OK,6.9,0.508695652173913,False,False,False
SKU-10098,Frozen,8.22,Frozen,True,A01-F-01,OK,5.91,1.3908629441624367,False,False,False
SKU-10099,Health,5.46,Frozen,False,B11-B-12,OK,6.9,0.7913043478260869,False,False,False
SKU-10100,Beverages,6.47,Ambient,False,C20-D-02,OK,5.57,1.1615798922800717,False,False,False
SKU-10101,Health,0.61,Ambient,False,D21-C-19,OK,6.9,0.08840579710144927,False,False,False
SKU-10102,Groceries,3.07,Ambient,True,A01-F-01,OK,5.03,0.6103379721669979,False,False,False
SKU-10103,Health,6.67,Ambient,False,B17-F-14,Decimal_Drift,6.9,9.666666666666666,True,False,False
SKU-10104,Frozen,3.35,Frozen,False,E22-E-17,OK,5.91,0.5668358714043993,False,False,False
SKU-10105,Health,6.89,Frozen,False,F19-F-19,OK,6.9,0.998550724637681,False,False,False
SKU-10106,Snacks,1.73,Refrigerated,True,A01-F-01,OK,6.9399999999999995,0.24927953890489915,False,False,False
SKU-10107,Dairy,6.8,Ambient,False,A01-D-15,Decimal_Drift,6.18,1.1003236245954693,False,False,False
SKU-10108,Snacks,4.98,Frozen,True,A01-F-01,OK,6.9399999999999995,0.7175792507204612,False,False,False
SKU-10109,Health,5.64,Frozen,False,F22-D-01,OK,6.9,0.817391304347826,False,False,False
SKU-10110,Health,11.13,Ambient,True,A01-F-01,OK,6.9,1.6130434782608696,False,False,False
SKU-10111,Frozen,9.68,Ambient,True,A01-F-01,OK,5.91,1.637901861252115,False,False,False
SKU-10112,Groceries,8.93,Frozen,False,A04-C-11,OK,5.03,1.7753479125248508,False,False,False
SKU-10113,Snacks,0.54,Ambient,True,A01-F-01,OK,6.9399999999999995,0.07780979827089338,False,False,False
SKU-10114,Snacks,15.8,Frozen,False,E09-E-12,OK,6.9399999999999995,2.2766570605187324,False,False,False
SKU-10115,Dairy,1.61,Ambient,True,A01-F-01,OK,6.18,0.2605177993527508,False,False,False
SKU-10116,Snacks,7.91,Frozen,False,B06-E-16,OK,6.9399999999999995,1.1397694524495678,False,False,False
SKU-10117,Beverages,6.2,Ambient,True,A01-F-01,OK,5.57,1.1131059245960502,False,False,False
SKU-10118,Snacks,10.6,Frozen,False,F02-F-16,OK,6.9399999999999995,1.527377521613833,False,False,False
SKU-10119,Health,6.529999999999999,Ambient,False,A06-A-12,Decimal_Drift,6.9,9.463768115942027,True,False,False
SKU-10120,Snacks,6.2,Frozen,False,F13-C-03,OK,6.9399999999999995,0.8933717579250722,False,False,False
SKU-10121,Groceries,2.65,Frozen,False,A18-B-04,OK,5.03,0.5268389662027833,False,False,False
SKU-10122,Health,4.56,Ambient,True,A01-F-01,OK,6.9,0.6608695652173913,False,False,False
SKU-10123,Snacks,1.46,Frozen,True,A01-F-01,OK,6.9399999999999995,0.21037463976945245,False,False,False
SKU-10124,Dairy,6.94,Refrigerated,True,A01-F-01,OK,6.18,1.1229773462783172,False,False,False
SKU-10125,Snacks,41.9,Refrigerated,False,C02-C-08,Decimal_Drift,6.9399999999999995,6.037463976945245,False,False,False
SKU-10126,Health,85.7,Ambient,False,F10-A-16,Decimal_Drift,6.9,12.420289855072463,False,False,False
SKU-10127,Snacks,8.51,Ambient,False,C19-F-09,OK,6.9399999999999995,1.2262247838616716,False,False,False
SKU-10128,Health,5.6,Frozen,True,B08-C-05,OK,6.9,0.8115942028985507,False,False,False
SKU-10129,Frozen,37.3,Ambient,False,C07-B-14,OK,5.91,6.311336717428087,False,False,False
SKU-10130,Beverages,94.9,Ambient,True,F21-B-20,Decimal_Drift,5.57,17.03770197486535,False,False,False
SKU-10131,Groceries,9.56,Ambient,False,D23-A-02,OK,5.03,1.900596421471173,False,False,False
SKU-10132,Snacks,5.04,Ambient,True,A01-F-01,OK,6.9399999999999995,0.7262247838616716,False,False,False
SKU-10133,Dairy,3.6,Ambient,False,D25-F-19,OK,6.18,0.5825242718446603,False,False,False
SKU-10134,Groceries,5.4799999999999995,Ambient,True,E16-C-16,Decimal_Drift,5.03,10.894632206759443,True,False,False
SKU-10135,Beverages,103.6,Ambient,False,E10-B-12,Decimal_Drift,5.57,18.599640933572708,False,False,False
SKU-10136,Dairy,8.61,Refrigerated,True,A01-F-01,OK,6.18,1.3932038834951457,False,False,False
SKU-10137,Snacks,10.4,Frozen,False,E08-D-04,OK,6.9399999999999995,1.4985590778097984,False,False,False
SKU-10138,Dairy,11.47,Refrigerated,True,A01-F-01,OK,6.18,1.8559870550161814,False,False,False
SKU-10139,Dairy,0.69,Frozen,False,A24-F-16,OK,6.18,0.1116504854368932,False,False,False
SKU-10140,Frozen,118.6,Frozen,False,D09-D-09,Decimal_Drift,5.91,20.06768189509306,False,True,False
